timestamp,firewall_agent_cpu,firewall_agent_mem,core_cpu,core_mem,reverse_proxy_agent_cpu,reverse_proxy_agent_mem
1752297047,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297049,0.17%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297051,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297053,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297055,0.14%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297057,0.12%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297059,0.15%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297061,0.15%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297063,0.16%,80.51MiB,0.18%,65.65MiB,0.10%,81.31MiB
1752297065,0.17%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297067,0.21%,80.51MiB,0.22%,65.65MiB,0.10%,81.31MiB
1752297069,0.16%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297071,0.22%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297073,0.09%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297075,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297077,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297080,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297082,0.09%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297084,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297086,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297088,0.15%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297090,0.19%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297092,0.16%,80.51MiB,0.20%,65.65MiB,0.10%,81.31MiB
1752297094,0.16%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297096,0.14%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297098,0.12%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297100,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297102,0.16%,80.51MiB,0.21%,65.65MiB,0.10%,81.31MiB
1752297104,0.18%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297106,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297108,0.20%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297110,0.13%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297112,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297114,0.11%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297116,0.14%,80.51MiB,0.19%,65.65MiB,0.10%,81.31MiB
1752297118,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297120,0.09%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297122,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297124,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297126,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297128,0.15%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297130,0.15%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297132,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297134,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297136,0.13%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297138,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297140,0.15%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297142,0.17%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297144,0.12%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297146,0.14%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297148,0.15%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297150,0.13%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297152,0.14%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297154,0.14%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297156,0.13%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297158,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297160,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297162,0.15%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297164,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297166,0.15%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297168,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297170,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297172,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297174,0.15%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297176,0.14%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297178,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297180,0.18%,80.51MiB,0.18%,65.65MiB,0.10%,81.31MiB
1752297182,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297184,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297186,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297188,0.12%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297190,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297192,0.18%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297194,0.15%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297196,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297198,0.18%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297200,0.14%,80.51MiB,0.19%,65.65MiB,0.10%,81.31MiB
1752297202,0.18%,80.51MiB,0.25%,65.65MiB,0.10%,81.31MiB
1752297204,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297206,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297208,0.18%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297210,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297212,0.17%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297214,0.12%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297216,0.11%,80.51MiB,0.07%,65.65MiB,0.10%,81.31MiB
1752297218,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297220,0.11%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297222,0.10%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297224,0.17%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297226,0.11%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297228,0.17%,80.51MiB,0.18%,65.65MiB,0.10%,81.31MiB
1752297230,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297232,0.13%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297235,0.15%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297237,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297239,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297241,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297243,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297245,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297247,0.15%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297249,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297251,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297253,0.13%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297255,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297257,0.11%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297259,0.11%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297261,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297263,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297265,0.15%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297267,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297269,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297271,0.15%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297273,0.17%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297275,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297277,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297279,0.18%,80.51MiB,0.19%,65.65MiB,0.10%,81.31MiB
1752297281,0.15%,80.51MiB,0.18%,65.65MiB,0.10%,81.31MiB
1752297283,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297285,0.15%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297287,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297289,0.11%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297291,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297293,0.18%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297295,0.11%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297297,0.16%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297299,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297301,0.15%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297303,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297305,0.14%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297307,0.14%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297309,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297311,0.14%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297313,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297315,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297317,0.15%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297319,0.14%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297321,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297323,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297325,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297327,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297329,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297331,0.15%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297333,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297335,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297337,0.17%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297339,0.16%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297341,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297343,0.16%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297345,0.11%,80.51MiB,0.07%,65.65MiB,0.10%,81.31MiB
1752297347,0.17%,80.51MiB,0.07%,65.65MiB,0.10%,81.31MiB
1752297349,0.15%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297351,0.12%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297353,0.17%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297355,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297357,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297359,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297361,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297363,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297365,0.09%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297367,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297369,0.18%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297371,0.19%,80.51MiB,0.18%,65.65MiB,0.10%,81.31MiB
1752297373,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297375,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297377,0.16%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297379,0.11%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297381,0.16%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297383,0.12%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297385,0.21%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297388,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297390,0.19%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297392,0.14%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297394,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297396,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297398,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297400,0.10%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297402,0.15%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297404,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297406,0.14%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297408,0.15%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297410,0.15%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297412,0.18%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297414,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297416,0.14%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297418,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297420,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297422,0.16%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297424,0.21%,80.51MiB,0.20%,65.65MiB,0.10%,81.31MiB
1752297426,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297428,0.14%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297430,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297432,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297434,0.09%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297436,0.14%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297438,0.16%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297440,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297442,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297444,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297446,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297448,0.17%,80.51MiB,0.20%,65.65MiB,0.10%,81.31MiB
1752297450,0.14%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297452,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297454,0.19%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297456,0.13%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297458,0.14%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297460,0.14%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297462,0.15%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297464,0.14%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297466,0.14%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297468,0.15%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297470,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297472,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297474,0.19%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297476,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297478,0.14%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297480,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297482,0.12%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297484,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297486,0.16%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297488,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297490,0.15%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297492,0.13%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297494,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297496,0.13%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297498,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297500,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297502,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297504,0.15%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297506,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297508,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297510,0.16%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297512,0.14%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297514,0.17%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297516,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297518,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297520,0.15%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297522,0.13%,80.51MiB,0.18%,65.65MiB,0.10%,81.31MiB
1752297524,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297526,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297528,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297531,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297533,0.15%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297535,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297537,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297539,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297541,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297543,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297545,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297547,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297549,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297551,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297553,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297555,0.14%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297557,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297559,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297561,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297563,0.11%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297565,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297567,0.10%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297569,0.11%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297571,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297573,0.09%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297575,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297577,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297579,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297581,0.11%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297583,0.12%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297585,0.12%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297587,0.22%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297589,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297591,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297593,0.16%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297595,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297597,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297599,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297601,0.09%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297603,0.17%,80.51MiB,0.18%,65.65MiB,0.10%,81.31MiB
1752297605,0.17%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297607,0.14%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297609,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297611,0.11%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297613,0.16%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297615,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297617,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297619,0.13%,80.51MiB,0.18%,65.65MiB,0.10%,81.31MiB
1752297621,0.12%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297623,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297625,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297627,0.12%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297629,0.12%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297631,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297633,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297635,0.17%,80.51MiB,0.19%,65.65MiB,0.10%,81.31MiB
1752297637,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297639,0.18%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297641,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297643,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297645,0.17%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297647,0.16%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297649,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297651,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297653,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297655,0.15%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297657,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297659,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297661,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297663,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297665,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297667,0.16%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297669,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297671,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297673,0.12%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297675,0.15%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297677,0.10%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297679,0.20%,80.51MiB,0.19%,65.65MiB,0.10%,81.31MiB
1752297681,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297683,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297685,0.17%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297687,0.16%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297690,0.14%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297692,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752297694,0.14%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297696,0.11%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297698,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297700,0.15%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752297702,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297704,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297706,0.09%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752297708,0.16%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752297710,0.12%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297712,0.08%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297714,0.16%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297716,0.14%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752297718,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752297720,0.16%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752297722,0.13%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752297724,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752297726,0.08%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752297728,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
